VendorName,VendorNumber,Brand,PurchasePrice,PurchaseQuantity,PurchaseDollars,Price,Volume,PricePurchasePrice,InvoiceQuantity,InvoiceDollars,TotalFreight,TotalSalesDollar,TotalSalesPrice,TotalSalesQuantity,TotalExciseTax,Description,TotalProfit
MARTIGNETTI COMPANIES,4425,25140,16.55,12.0,198.6,24.99,750.0,16.55,2640411.0,27861690.019999996,144929.24,2548.9799999999973,2074.17,102.0,11.229999999999995,Nicole Chanrion Cote de Brou,2350.3799999999974
R.P.IMPORTS INC            ,7749,19608,22.06,9.0,198.54,31.99,750.0,22.06,498.0,18776.869999999995,91.5,31.99,31.99,1.0,0.11,Ch Rollan de By Bourgeois 10,-166.54999999999998
VINILANDIA USA             ,90024,26235,8.27,24.0,198.48,11.99,750.0,8.27,59428.0,548855.3700000002,2802.6400000000003,59.95,59.95,5.0,0.55,Margaret's Chard,-138.52999999999997
DIAGEO CHATEAU ESTATE WINES,1590,16846,8.27,24.0,198.48,11.99,750.0,8.27,187841.0,1365472.8299999996,7259.75,95.91999999999999,71.94,8.0,0.88,Uppercut Svgn Bl,-102.56
Circa Wines                ,1650,23444,8.27,24.0,198.48,11.99,750.0,8.27,3320.0,42554.34,211.96999999999997,287.76,23.98,24.0,2.7,Quota 31 Primitivo IGP,89.28
PERFECTA WINES             ,10754,21392,8.27,24.0,198.48,11.99,750.0,8.27,553116.0,5665501.530000001,28720.52,287.76,23.98,24.0,2.7,Bodegas Jeromin Zesto Rosada,89.28
MHW LTD                    ,6213,4605,99.23,2.0,198.46,129.99,750.0,99.23,215201.0,1888333.0099999998,9621.580000000002,5329.589999999998,4159.679999999997,41.0,32.29999999999999,Camus Elegance XO,5131.129999999998
TRINCHERO FAMILY ESTATES   ,8892,29130,4.13,48.0,198.24,5.99,750.0,4.13,352526.0,2252211.31,11595.970000000003,167.72,23.96,28.0,3.15,Sutter Home White Merlot,-30.52000000000001
M S WALKER INC             ,9552,10009,4.13,48.0,198.24,5.99,750.0,4.13,1372841.0,10935817.3,55551.819999999985,209.64999999999998,53.91000000000001,35.0,3.91,Long Lake Cab Svgn Cal,11.409999999999968
E & J GALLO WINERY         ,3252,23028,3.73,53.0,197.68999999999997,5.49,187.0,3.73,1858260.0,12289608.089999998,61966.909999999996,203.13000000000002,104.30999999999997,37.0,1.0700000000000003,Gallo Twin Vly Cab Svgn Cal,5.440000000000055
HEAVEN HILL DISTILLERIES   ,3924,1214,5.34,37.0,197.58,6.99,750.0,5.34,352348.0,2816661.9399999995,14069.869999999995,2017.9800000000012,1338.660000000001,202.0,159.21000000000006,Apple Orchard Liqueur,1820.4000000000012
MARTIGNETTI COMPANIES,4425,35714,19.73,10.0,197.3,29.99,750.0,19.73,2640411.0,27861690.019999996,144929.24,1979.3400000000004,1109.63,66.0,7.3500000000000005,Miner Chard Napa,1782.0400000000004
M S WALKER INC             ,9552,22853,5.48,36.0,197.28000000000003,8.49,750.0,5.48,1372841.0,10935817.3,55551.819999999985,246.21,101.87999999999998,29.0,3.2399999999999998,Venta Morales Organic Tempra,48.92999999999998
WINE GROUP INC             ,9815,43452,10.96,18.0,197.28,16.99,3000.0,10.96,888385.0,5258636.79,27100.409999999996,152.91,67.96,9.0,4.050000000000001,Fish Eye Shiraz,-44.370000000000005
STATE WINE & SPIRITS   ,653,18150,16.44,12.0,197.28,24.99,750.0,16.44,154092.0,1529682.0400000003,8014.98,174.93,99.96,7.0,0.78,O Pinot Pinot Noir,-22.349999999999994
E & J GALLO WINERY         ,3252,35665,4.11,48.0,197.28,6.29,750.0,4.11,1858260.0,12289608.089999998,61966.909999999996,226.44,50.32,36.0,4.03,Redwood Creek Chard Cal,29.159999999999997
PERFECTA WINES             ,10754,25159,7.89,25.0,197.25,11.99,750.0,7.89,553116.0,5665501.530000001,28720.52,2166.1400000000003,1378.8100000000009,186.0,20.609999999999978,L'Eglise Saint-Hilaire Borde,1968.8900000000003
M S WALKER INC             ,9552,24881,8.21,24.0,197.04,13.99,750.0,8.21,1372841.0,10935817.3,55551.819999999985,1260.9700000000007,997.1900000000006,103.0,11.379999999999999,Monjardin El Cerezo Chard,1063.9300000000007
STATE WINE & SPIRITS   ,653,20473,5.47,36.0,196.92000000000002,7.99,750.0,5.47,154092.0,1529682.0400000003,8014.98,287.64,23.97,36.0,4.050000000000001,Viu Manet Rsva Merlot,90.71999999999997
CONSTELLATION BRANDS INC   ,1392,19762,4.1,48.0,196.8,5.99,750.0,4.1,2325892.0,15573917.899999999,79528.99,155.79000000000002,67.9,21.0,2.34,Rex Goliath Pink Pnt Grigio,-41.00999999999999
SEA BREEZE CELLARS LLC     ,17033,21643,12.25,16.0,196.0,18.99,750.0,12.25,8473.0,108948.08999999998,549.5500000000002,588.69,303.84000000000003,31.0,3.4499999999999997,Gruet Bl de Bl 25th Annivrsy,392.69000000000005
PERFECTA WINES             ,10754,24195,16.33,12.0,195.96,27.99,750.0,16.33,553116.0,5665501.530000001,28720.52,972.6300000000002,751.7100000000002,37.0,4.1,Casa E Mirafiori Barb d'Alba,776.6700000000002
M S WALKER INC             ,9552,36571,16.33,12.0,195.96,25.99,750.0,16.33,1372841.0,10935817.3,55551.819999999985,543.7900000000001,334.87000000000006,21.0,2.3400000000000003,Matanzas Creek Chard Sonoma,347.83000000000004
MARTIGNETTI COMPANIES,4425,16256,5.44,36.0,195.84,7.99,750.0,5.44,2640411.0,27861690.019999996,144929.24,383.64,31.97,36.0,4.050000000000001,Zonin Moscato,187.79999999999998
THE PIERPONT GROUP LLC     ,90037,23139,8.16,24.0,195.84,11.99,750.0,8.16,580.0,5713.1900000000005,27.980000000000004,59.95,47.96,5.0,0.55,Toschi Pnt Nr,-135.89
LATITUDE BEVERAGE COMPANY  ,4950,18454,8.16,24.0,195.84,11.99,750.0,8.16,53090.0,316446.76000000007,1609.9999999999995,95.91999999999999,83.92999999999999,8.0,0.88,Ninety+Cellars Lot 77 Moscto,-99.92000000000002
MARTIGNETTI COMPANIES,4425,16696,12.24,16.0,195.84,17.99,750.0,12.24,2640411.0,27861690.019999996,144929.24,485.73000000000013,287.84000000000003,27.0,3.0,Alain Lorieux Chinon Express,289.8900000000001
KOBRAND CORPORATION        ,4692,24728,15.06,13.0,195.78,21.99,750.0,15.06,161002.0,1808146.3299999996,9139.38,1319.4000000000003,769.6500000000002,60.0,6.660000000000002,Nardi Rosso di Montalcino 13,1123.6200000000003
DELICATO VINEYARDS INC     ,2242,16430,3.91,50.0,195.5,9.99,750.0,3.91,192642.0,1561444.6300000004,7982.649999999999,457.41000000000014,104.22000000000004,79.0,8.879999999999999,HandCraft Artisan Coll Pet S,261.91000000000014
M S WALKER INC             ,9552,692,7.24,27.0,195.48,9.99,750.0,7.24,1372841.0,10935817.3,55551.819999999985,269.73,189.81000000000003,27.0,21.259999999999998,Thatchers Organic Pomegranat,74.25000000000003
ULTRA BEVERAGE COMPANY LLP ,9165,70,13.96,14.0,195.44,18.99,750.0,13.96,1077527.0,13210613.930000002,68054.70000000003,349.86,299.88000000000005,14.0,11.04,Luxardo Amaretto di Saschira,154.42000000000002
"STOLI GROUP,(USA) LLC      ",8664,22472,15.03,13.0,195.39000000000001,22.99,750.0,15.03,314035.0,3666478.7199999983,18544.489999999998,229.90000000000003,160.93,10.0,1.11,Achaval Ferrer Cab Svgn,34.51000000000002
JIM BEAM BRANDS COMPANY    ,12546,507,8.14,24.0,195.36,10.99,1750.0,8.14,2737165.0,24203151.05000001,123880.96999999999,263.76,54.95,24.0,44.08999999999999,Kamchatka Vodka,68.39999999999998
CONSTELLATION BRANDS INC   ,1392,46446,2.75,71.0,195.25,3.99,500.0,2.75,2325892.0,15573917.899999999,79528.99,235.41000000000005,135.65999999999997,59.0,4.54,Vendange Wh Znfdl,40.16000000000005
MARTIGNETTI COMPANIES,4425,427,6.97,28.0,195.16,8.99,750.0,6.97,2640411.0,27861690.019999996,144929.24,206.76999999999998,80.91,23.0,18.12,Van Gogh Chocolate Liqueur,11.609999999999985
THE IMPORTED GRAPE LLC     ,90017,10869,16.23,12.0,194.76,24.99,750.0,16.23,2280.0,16093.769999999993,80.03,0.0,0.0,0.0,0.0,0,-194.76
JIM BEAM BRANDS COMPANY    ,12546,1393,3.14,62.0,194.68,4.99,200.0,3.14,2737165.0,24203151.05000001,123880.96999999999,1497.000000000001,439.1200000000005,300.0,63.00000000000006,Jim Beam,1302.3200000000008
Dunn Wine Brokers          ,17037,24359,32.44,6.0,194.64,48.99,750.0,32.44,5448.0,72055.3,358.03000000000003,195.96,195.96,4.0,0.44,Stradanova Barolo,1.3200000000000216
PINE STATE TRADING CO      ,7153,18831,5.26,37.0,194.62,9.99,750.0,5.26,424427.0,3129071.589999999,15884.819999999998,211.79000000000005,211.79000000000005,21.0,2.3100000000000005,Line 39 Merlot,17.170000000000044
MARTIGNETTI COMPANIES,4425,38714,64.86,3.0,194.58,95.99,750.0,64.86,2640411.0,27861690.019999996,144929.24,1151.88,863.91,12.0,1.3300000000000003,Dom Clape Cornas Rd,957.3000000000001
TRINCHERO FAMILY ESTATES   ,8892,11176,4.05,48.0,194.4,5.99,750.0,4.05,352526.0,2252211.31,11595.970000000003,227.62000000000006,71.88000000000001,38.0,4.250000000000001,Sutter Home Sweet Red,33.220000000000056
MARTIGNETTI COMPANIES,4425,14101,4.05,48.0,194.4,5.99,750.0,4.05,2640411.0,27861690.019999996,144929.24,263.56,59.90000000000001,44.0,4.930000000000001,Douglass Hill Cab Svgn,69.16
STATE WINE & SPIRITS   ,653,18515,8.1,24.0,194.4,11.99,750.0,8.1,154092.0,1529682.0400000003,8014.98,83.92999999999999,47.96,7.0,0.78,Masroig Sola Fred Monstant R,-110.47000000000001
CONSTELLATION BRANDS INC   ,1392,369,10.23,19.0,194.37,12.99,1000.0,10.23,2325892.0,15573917.899999999,79528.99,545.5800000000002,298.7700000000001,42.0,44.09999999999997,Svedka Grape Vodka,351.21000000000015
JIM BEAM BRANDS COMPANY    ,12546,888,7.19,27.0,194.13,8.99,1000.0,7.19,2737165.0,24203151.05000001,123880.96999999999,188.79000000000002,188.79000000000002,21.0,22.050000000000008,DeKuyper Sloe Gin,-5.339999999999975
ULTRA BEVERAGE COMPANY LLP ,9165,2918,13.86,14.0,194.04,18.99,750.0,13.86,1077527.0,13210613.930000002,68054.70000000003,531.72,189.9,28.0,22.04,Alibi Whiskey,337.68000000000006
SAZERAC CO INC             ,8004,6942,7.46,26.0,193.95999999999998,13.99,750.0,7.46,1417727.0,9916770.259999998,50293.62000000002,930.6900000000003,505.56000000000023,81.0,9.010000000000003,Southern Comfort Cherry,736.7300000000002
R.P.IMPORTS INC            ,7749,14542,193.54,1.0,193.54,329.99,750.0,193.54,498.0,18776.869999999995,91.5,299.99,299.99,1.0,0.11,Ch Haut-BrionPessac-Leo Gr C,106.45000000000002
PERFECTA WINES             ,10754,21520,16.12,12.0,193.44,24.99,750.0,16.12,553116.0,5665501.530000001,28720.52,574.77,49.98,23.0,2.59,Merriam Cuvee Pnt Nr RRV,381.33
PERFECTA WINES             ,10754,23633,9.67,20.0,193.4,16.99,750.0,9.67,553116.0,5665501.530000001,28720.52,1625.0400000000006,1149.3200000000004,96.0,10.63,Chateau Simon Bordeaux Blanc,1431.6400000000006
STELLAR IMPORTING CO LLC   ,12331,17462,8.05,24.0,193.2,11.99,750.0,8.05,3104.0,24560.080000000005,119.22999999999998,287.76,23.98,24.0,2.7,Zacharias Cab Svgn,94.56
M S WALKER INC             ,9552,22966,14.86,13.0,193.18,21.99,750.0,14.86,1372841.0,10935817.3,55551.819999999985,901.5900000000003,725.6700000000002,41.0,4.539999999999999,Adelsheim Auxerrois Ribbon S,708.4100000000003
E & J GALLO WINERY         ,3252,28275,4.02,48.0,192.96,5.99,750.0,4.02,1858260.0,12289608.089999998,61966.909999999996,161.72999999999996,125.78999999999996,27.0,2.99,Sheffield Very Dry Sherry,-31.230000000000047
CONSTELLATION BRANDS INC   ,1392,42392,2.57,75.0,192.75,3.99,500.0,2.57,2325892.0,15573917.899999999,79528.99,191.51999999999998,87.78,48.0,3.670000000000001,Vendange Merlot,-1.2300000000000182
PERNOD RICARD USA          ,17035,3384,14.81,13.0,192.53,19.99,1000.0,14.81,1647558.0,24124091.56,123780.21999999997,239.88,19.99,12.0,12.6,Absolut Peppar Vodka,47.349999999999994
JIM BEAM BRANDS COMPANY    ,12546,3008,11.31,17.0,192.27,20.99,1750.0,11.31,2737165.0,24203151.05000001,123880.96999999999,826.4700000000003,361.7700000000001,53.0,97.40000000000003,Pinnacle Red Liquorice,634.2000000000003
E & J GALLO WINERY         ,3252,22364,3.56,54.0,192.24,5.49,750.0,3.56,1858260.0,12289608.089999998,61966.909999999996,240.57999999999998,90.33999999999999,42.0,4.680000000000001,Andre Pink Moscato,48.339999999999975
WINE GROUP INC             ,9815,13725,5.33,36.0,191.88,7.99,750.0,5.33,888385.0,5258636.79,27100.409999999996,119.85,31.96,15.0,1.6800000000000002,Fish Eye Pnt Nr,-72.03
FORTUNE WINE BROKERS LLC   ,90011,45494,10.66,18.0,191.88,16.99,750.0,10.66,5072.0,46940.17,238.61,543.6700000000001,341.7900000000001,33.0,3.65,Ermita Rioja Crianza,351.7900000000001
TREASURY WINE ESTATES      ,9819,20413,15.99,12.0,191.88,23.99,750.0,15.99,497770.0,2978686.399999999,14836.570000000005,191.92,119.94999999999999,8.0,0.88,Pepperjack Barossa Red,0.03999999999999204
PINE STATE TRADING CO      ,7153,19909,7.99,24.0,191.76,11.99,750.0,7.99,424427.0,3129071.589999999,15884.819999999998,59.95,47.96,5.0,0.55,6 Degrees Chard,-131.81
PERFECTA WINES             ,10754,34395,7.99,24.0,191.76,11.99,750.0,7.99,553116.0,5665501.530000001,28720.52,167.85999999999999,131.89,14.0,1.54,Valckenberg Madonna Kabinet,-23.900000000000006
KOBRAND CORPORATION        ,4692,16196,7.99,24.0,191.76,11.99,750.0,7.99,161002.0,1808146.3299999996,9139.38,191.84,119.89999999999998,16.0,1.7800000000000005,Croft Tawny Porto,0.0800000000000125
VINILANDIA USA             ,90024,27496,7.99,24.0,191.76,11.99,750.0,7.99,59428.0,548855.3700000002,2802.6400000000003,143.88,11.99,12.0,1.35,Terra Viva Sangiovese,-47.879999999999995
ULTRA BEVERAGE COMPANY LLP ,9165,2864,27.34,7.0,191.38,34.99,750.0,27.34,1077527.0,13210613.930000002,68054.70000000003,111.97,111.97,3.0,2.37,Silo Reserve Gin,-79.41
MHW LTD                    ,6213,830,7.35,26.0,191.10000000000002,9.99,1000.0,7.35,215201.0,1888333.0099999998,9621.580000000002,219.78000000000003,179.82000000000002,22.0,23.10000000000001,Bols White Creme De Menthe,28.680000000000007
"IRA GOLDMAN AND WILLIAMS, LLP          ",2,90085,23.86,8.0,190.88,36.99,750.0,23.86,328.0,5630.88,27.08,665.82,295.92,18.0,2.0000000000000004,Ch Lilian 09 Ladouys St Este,474.94000000000005
KOBRAND CORPORATION        ,4692,3962,11.93,16.0,190.88,21.99,1750.0,11.93,161002.0,1808146.3299999996,9139.38,1103.3100000000002,319.80000000000007,69.0,126.79000000000005,Vikingfjord Vodka,912.4300000000002
ULTRA BEVERAGE COMPANY LLP ,9165,4020,15.9,12.0,190.8,28.99,750.0,15.9,1077527.0,13210613.930000002,68054.70000000003,144.95,115.96,5.0,3.9400000000000004,Clement Creole Shrubb Orange,-45.85000000000002
WINE GROUP INC             ,9815,25991,2.27,84.0,190.68,3.49,750.0,2.27,888385.0,5258636.79,27100.409999999996,251.28,20.940000000000005,72.0,8.1,Vista Point Pnt Grigio/Col,60.599999999999994
VINEYARD BRANDS INC        ,1587,23524,7.94,24.0,190.56,11.99,750.0,7.94,172290.0,1207114.3199999998,6070.089999999999,11.99,11.99,1.0,0.11,Kesseler Rsl R Kabinett,-178.57
PERFECTA WINES             ,10754,16678,63.51,3.0,190.53,93.99,750.0,63.51,553116.0,5665501.530000001,28720.52,3007.679999999998,2537.7299999999987,32.0,3.52,Neal Fifteen Forty Cab Svgn,2817.149999999998
WESTERN SPIRITS BEVERAGE CO,9625,4921,15.87,12.0,190.44,26.99,750.0,15.87,56860.0,361249.20999999985,1933.1899999999996,1659.1700000000005,1199.4000000000003,83.0,65.44999999999996,Twenty Grand Cognac,1468.7300000000005
MARTIGNETTI COMPANIES,4425,25012,13.6,14.0,190.39999999999998,19.99,750.0,13.6,2640411.0,27861690.019999996,144929.24,879.5600000000002,579.7100000000002,44.0,4.880000000000001,Virtu St Supery White Blend,689.1600000000002
STE MICHELLE WINE ESTATES  ,8673,10122,15.86,12.0,190.32,23.99,750.0,15.86,419822.0,3086650.7,15919.700000000003,500.79,332.86000000000007,21.0,2.32,Columbia Crest Walter Clore,310.47
JIM BEAM BRANDS COMPANY    ,12546,2386,13.59,14.0,190.26000000000002,16.99,750.0,13.59,2737165.0,24203151.05000001,123880.96999999999,321.86,252.89000000000004,14.0,11.030000000000001,2 Gingers Irish Whiskey,131.6
E & J GALLO WINERY         ,3252,28920,3.22,59.0,189.98000000000002,4.99,750.0,3.22,1858260.0,12289608.089999998,61966.909999999996,274.45,79.84,55.0,6.149999999999999,Gallo Twin Valley Merlot Cal,84.46999999999997
DIAGEO NORTH AMERICA INC   ,3960,6199,14.61,13.0,189.93,18.99,750.0,14.61,5459788.0,50959796.849999994,257032.07000000007,227.88,94.94999999999999,12.0,9.44,Zwack Liqueur,37.94999999999999
VINILANDIA USA             ,90024,15731,5.13,37.0,189.81,7.49,750.0,5.13,59428.0,548855.3700000002,2802.6400000000003,481.63,52.96,37.0,4.160000000000001,Tiamo Chianti,291.82
PINE STATE TRADING CO      ,7153,22390,7.89,24.0,189.36,11.99,750.0,7.89,424427.0,3129071.589999999,15884.819999999998,35.97,35.97,3.0,0.33,Ch Julien Chard,-153.39000000000001
VINILANDIA USA             ,90024,26238,7.89,24.0,189.36,11.99,750.0,7.89,59428.0,548855.3700000002,2802.6400000000003,143.88,131.89,12.0,1.3200000000000003,Margaret's Cab Svgn,-45.48000000000002
VINEXTRA INC               ,90010,16374,7.89,24.0,189.36,11.99,750.0,7.89,8530.0,102639.51,524.9400000000002,51.96,51.96,4.0,0.44,Jovly Chinon Cab Franc,-137.4
E & J GALLO WINERY         ,3252,13700,5.26,36.0,189.36,7.99,1500.0,5.26,1858260.0,12289608.089999998,61966.909999999996,87.88999999999999,63.92000000000001,11.0,2.4500000000000006,Liberty Creek Vyds Sweet Red,-101.47000000000003
SOUTHERN WINE & SPIRITS NE ,2000,13929,7.89,24.0,189.36,11.99,750.0,7.89,406875.0,3740617.3799999994,19016.59,311.76000000000005,194.85000000000002,24.0,2.6600000000000006,Kirkland Signature Cab Svgn,122.40000000000003
LUXCO INC                  ,8352,2239,15.78,12.0,189.35999999999999,21.99,750.0,15.78,283260.0,2051436.01,10261.599999999997,3358.3999999999887,2938.5999999999913,160.0,126.27000000000034,Rebel Yell American Whisky,3169.0399999999886
MARTIGNETTI COMPANIES,4425,19871,5.26,36.0,189.35999999999999,7.99,750.0,5.26,2640411.0,27861690.019999996,144929.24,199.74999999999997,167.79000000000002,25.0,2.750000000000001,Yellow Tail Sangria,10.389999999999986
LAIRD & CO                 ,4848,27491,5.26,36.0,189.35999999999999,7.99,750.0,5.26,21422.0,203011.58,1043.69,287.64,15.98,36.0,4.050000000000001,Stival Pnt Grigio Veneto,98.28
MARTIGNETTI COMPANIES,4425,25004,14.56,13.0,189.28,21.99,750.0,14.56,2640411.0,27861690.019999996,144929.24,725.6700000000001,505.77000000000015,33.0,3.6599999999999997,Tenuta Sette Cieli Yantra,536.3900000000001
PINE STATE TRADING CO      ,7153,23543,8.6,22.0,189.20000000000002,12.99,750.0,8.6,424427.0,3129071.589999999,15884.819999999998,863.3400000000003,486.6300000000002,66.0,7.340000000000007,Guillermo Mndza Kosher Malbc,674.1400000000002
E & J GALLO WINERY         ,3252,32656,3.94,48.0,189.12,5.99,750.0,3.94,1858260.0,12289608.089999998,61966.909999999996,161.73000000000002,71.88000000000001,27.0,3.0099999999999993,Turning Leaf RSV Pflz Pnt Nr,-27.389999999999986
CONSTELLATION BRANDS INC   ,1392,40116,5.4,35.0,189.0,8.99,1500.0,5.4,2325892.0,15573917.899999999,79528.99,223.72000000000003,159.8,28.0,6.22,Marcus James Rsl,34.72000000000003
WINE GROUP INC             ,9815,10229,2.25,84.0,189.0,3.29,750.0,2.25,888385.0,5258636.79,27100.409999999996,236.87999999999997,39.48,72.0,8.090000000000002,Pinecroft Chard Cal,47.87999999999997
ULTRA BEVERAGE COMPANY LLP ,9165,936,31.49,6.0,188.94,39.99,750.0,31.49,1077527.0,13210613.930000002,68054.70000000003,159.96,119.97,4.0,3.1500000000000004,Tanteo Cocoa Tequila,-28.97999999999999
POVERTY LANE ORCHARDS      ,90027,43923,8.21,23.0,188.83,11.99,750.0,8.21,5872.0,45269.00999999998,229.87999999999997,1402.8300000000004,851.2900000000005,117.0,12.999999999999984,Farnum Hill Summer Cider,1214.0000000000005
SURVILLE ENTERPRISES CORP  ,8735,25153,2.62,72.0,188.64000000000001,3.99,187.0,2.62,6504.0,51325.769999999975,263.32,191.52,55.86000000000002,48.0,1.35,Veuve du Vernay Sparkling Ro,2.8799999999999955
JIM BEAM BRANDS COMPANY    ,12546,140,7.85,24.0,188.4,10.99,750.0,7.85,2737165.0,24203151.05000001,123880.96999999999,527.5200000000002,373.66000000000014,48.0,37.819999999999986,DeKuyper Strawberry Pucker,339.12000000000023
PALM BAY INTERNATIONAL INC ,6785,24012,17.12,11.0,188.32,24.99,750.0,17.12,375697.0,2693984.3300000005,13605.409999999998,1524.3900000000003,724.7100000000002,61.0,6.7900000000000045,Bertani Secco 11 Orig V Ed,1336.0700000000004
MILTONS DISTRIBUTING CO    ,5612,24130,7.84,24.0,188.16,11.99,750.0,7.84,267.0,1824.1799999999998,9.459999999999999,0.0,0.0,0.0,0.0,0,-188.16
PERFECTA WINES             ,10754,901,3.92,48.0,188.16,5.99,375.0,3.92,553116.0,5665501.530000001,28720.52,431.28,17.97,72.0,4.050000000000001,Creta Olympia White,243.11999999999998
MARTIGNETTI COMPANIES,4425,26082,5.22,36.0,187.92000000000002,7.99,750.0,5.22,2640411.0,27861690.019999996,144929.24,231.71,135.82999999999998,29.0,3.22,Casal Garcia Duoro Red,43.78999999999999
SOUTHERN WINE & SPIRITS NE ,2000,20363,5.22,36.0,187.92000000000002,7.99,750.0,5.22,406875.0,3740617.3799999994,19016.59,135.82999999999998,47.940000000000005,17.0,1.9000000000000006,Altitude Project Chard,-52.09000000000003
DIAGEO CHATEAU ESTATE WINES,1590,12268,5.22,36.0,187.92000000000002,7.99,750.0,5.22,187841.0,1365472.8299999996,7259.75,176.79000000000002,88.89999999999999,21.0,2.3400000000000003,Snap Dragon Cab Svgn,-11.129999999999995
MARTIGNETTI COMPANIES,4425,40455,5.22,36.0,187.92000000000002,7.99,750.0,5.22,2640411.0,27861690.019999996,144929.24,127.83999999999999,31.96,16.0,1.7900000000000003,Yellow Tail Cab/Merlot Ausl,-60.08000000000003
STATE WINE & SPIRITS   ,653,23805,13.42,14.0,187.88,19.99,750.0,13.42,154092.0,1529682.0400000003,8014.98,459.77000000000004,319.84000000000003,23.0,2.55,Cappelletti Apertivoch,271.89000000000004
KOBRAND CORPORATION        ,4692,25076,23.48,8.0,187.84,34.99,750.0,23.48,161002.0,1808146.3299999996,9139.38,1224.65,874.7500000000001,35.0,3.8699999999999997,Jadot Monthelie 13 Sous Roch,1036.8100000000002
MARTIGNETTI COMPANIES,4425,11395,15.64,12.0,187.68,22.99,750.0,15.64,2640411.0,27861690.019999996,144929.24,275.88,45.98,12.0,1.35,Cadaretta Svgn Bl Semillon C,88.19999999999999
BANFI PRODUCTS CORP        ,516,8235,6.24,30.0,187.2,8.99,1500.0,6.24,228103.0,1628866.6800000002,8510.410000000002,227.76,67.93,24.0,5.390000000000001,Riunite Bianco,40.56
BACARDI USA INC            ,480,3415,14.39,13.0,187.07,18.99,750.0,14.39,1427075.0,17624378.719999995,89286.26999999999,94.94999999999999,94.94999999999999,5.0,3.95,42 Below Pure Vodka,-92.12
PALM BAY INTERNATIONAL INC ,6785,16150,7.48,25.0,187.0,10.99,750.0,7.48,375697.0,2693984.3300000005,13605.409999999998,164.85,153.85999999999999,15.0,1.6500000000000004,Blue Fish Sweet Rsl,-22.150000000000006
PERFECTA WINES             ,10754,38111,7.79,24.0,186.96,11.99,1500.0,7.79,553116.0,5665501.530000001,28720.52,179.85000000000002,119.89999999999998,15.0,3.3300000000000014,Canyon Oaks Wh Znfdl Cal,-7.109999999999985
PERFECTA WINES             ,10754,25160,7.79,24.0,186.96,11.99,750.0,7.79,553116.0,5665501.530000001,28720.52,1266.9200000000005,971.1700000000006,108.0,11.909999999999997,Cinq les Pattes Bordeaux Bla,1079.9600000000005
SOUTHERN WINE & SPIRITS NE ,2000,32782,7.79,24.0,186.96,13.99,750.0,7.79,406875.0,3740617.3799999994,19016.59,335.76000000000005,97.92999999999999,24.0,2.6900000000000004,Hardys Whiskers Blake Tawny,148.80000000000004
PINE STATE TRADING CO      ,7153,22392,7.79,24.0,186.96,11.99,750.0,7.79,424427.0,3129071.589999999,15884.819999999998,76.92999999999999,65.94,7.0,0.77,Ch Julien French Kiss,-110.03000000000002
PSP WINES ,7255,20384,15.58,12.0,186.96,23.99,750.0,15.58,16493.0,128895.68999999999,648.71,287.88,23.99,12.0,1.35,Fabrizio Dionisio Il Cast Sy,100.91999999999999
VINILANDIA USA             ,90024,22504,5.19,36.0,186.84,7.99,750.0,5.19,59428.0,548855.3700000002,2802.6400000000003,103.86999999999999,15.98,13.0,1.4600000000000002,Dom Gres St Vincent CdR Vlgs,-82.97000000000001
KOBRAND CORPORATION        ,4692,20668,31.07,6.0,186.42,45.99,375.0,31.07,161002.0,1808146.3299999996,9139.38,597.87,321.93,13.0,0.7500000000000002,Taylor Fladgate 11 Port,411.45000000000005
ULTRA BEVERAGE COMPANY LLP ,9165,24643,4.05,46.0,186.3,5.99,180.0,4.05,1077527.0,13210613.930000002,68054.70000000003,197.67000000000002,95.83999999999999,33.0,0.9100000000000001,Kibo Junmai Sake,11.370000000000005
MARTIGNETTI COMPANIES,4425,13561,7.74,24.0,185.76,11.99,750.0,7.74,2640411.0,27861690.019999996,144929.24,311.7400000000001,155.87,26.0,2.8900000000000006,Stump Jump Shiraz,125.98000000000013
TRINCHERO FAMILY ESTATES   ,8892,16087,7.74,24.0,185.76,11.99,750.0,7.74,352526.0,2252211.31,11595.970000000003,47.96,23.98,4.0,0.45,The Show Pnt Nr,-137.79999999999998
E & J GALLO WINERY         ,3252,14420,5.15,36.0,185.4,7.99,1500.0,5.15,1858260.0,12289608.089999998,61966.909999999996,255.67999999999998,175.78000000000003,32.0,7.120000000000001,Livingston Clrs Pnt Grigio,70.27999999999997
PINE STATE TRADING CO      ,7153,20018,5.15,36.0,185.39999999999998,7.99,750.0,5.15,424427.0,3129071.589999999,15884.819999999998,119.85,15.98,15.0,1.6900000000000002,Camelot Cab Svgn,-65.54999999999998
TRINCHERO FAMILY ESTATES   ,8892,24127,5.15,36.0,185.39999999999998,7.99,750.0,5.15,352526.0,2252211.31,11595.970000000003,159.79999999999998,55.93000000000001,20.0,2.2300000000000004,Three Thieves Chard,-25.599999999999994
PALM BAY INTERNATIONAL INC ,6785,18357,6.62,28.0,185.36,10.99,750.0,6.62,375697.0,2693984.3300000005,13605.409999999998,1318.6800000000007,829.1700000000005,132.0,14.659999999999997,Cavit Alta Luna Phases Rosso,1133.3200000000006
TRINCHERO FAMILY ESTATES   ,8892,25926,7.71,24.0,185.04,11.49,750.0,7.71,352526.0,2252211.31,11595.970000000003,57.45,57.45,5.0,0.55,Outlier Pnt Nr,-127.58999999999999
